Тип транспорта,Номер маршрута,Конечные остановки,id остановки,Название остановки,Долгота,Широта
Маршрутка,56,Нижние Баррикады — Колпинская улица,stop__9916249,Улица 39-й Гвардейской Дивизии, 48.764515,44.537397
Автобус,59,Спартановка / Улица Грамши — Технологический колледж,stop__9916249,Улица 39-й Гвардейской Дивизии, 48.764515,44.537397
Маршрутка,59з,Спартановка / Улица Грамши — Улица Землячки,stop__9916249,Улица 39-й Гвардейской Дивизии, 48.764515,44.537397
Маршрутка,67к,Больница № 6 — Площадь Возрождения,stop__9916249,Улица 39-й Гвардейской Дивизии, 48.764515,44.537397
Маршрутка,70,Спартановка / Улица Грамши — Поликлиника № 30,stop__9916249,Улица 39-й Гвардейской Дивизии, 48.764515,44.537397
Маршрутка,149,Спартановка — Городище – Администрация,stop__9916249,Улица 39-й Гвардейской Дивизии, 48.764515,44.537397
Маршрутка,159,Площадь Ленина — Улица Землячки,stop__9916249,Улица 39-й Гвардейской Дивизии, 48.764515,44.537397
Маршрутка,624,Петров Вал — Центральный автовокзал Волгограда,stop__9916249,Улица 39-й Гвардейской Дивизии, 48.764515,44.537397
Маршрутка,10с,Железнодорожная больница — Посёлок Верхнезареченский,stop__9916250,Улица 39-й Гвардейской Дивизии, 48.764537,44.537841
Маршрутка,13,Молочный завод № 3 — Посёлок Водстрой,stop__9916250,Улица 39-й Гвардейской Дивизии, 48.764537,44.537841
Маршрутка,14,Аграрный университет — Школа № 88,stop__9916250,Улица 39-й Гвардейской Дивизии, 48.764537,44.537841
Автобус,20,Аллея Героев — Нижний посёлок ВГТЗ,stop__9916250,Улица 39-й Гвардейской Дивизии, 48.764537,44.537841
Автобус,21,Железнодорожный вокзал Волгоград-1 — Инструментальный завод,stop__9916250,Улица 39-й Гвардейской Дивизии, 48.764537,44.537841
Автобус,25,ТРЦ Акварель — Улица Мясникова,stop__9916250,Улица 39-й Гвардейской Дивизии, 48.764537,44.537841
Маршрутка,36,Кардиоцентр — Роддом № 1,stop__9916250,Улица 39-й Гвардейской Дивизии, 48.764537,44.537841
Маршрутка,40,Кинотеатр Юбилейный — Спартановка / Улица Грамши,stop__9916250,Улица 39-й Гвардейской Дивизии, 48.764537,44.537841
Маршрутка,46с,Жилгородок — 28-й километр,stop__9916250,Улица 39-й Гвардейской Дивизии, 48.764537,44.537841
Маршрутка,53,Дворец спорта — Вишнёвая балка,stop__9916250,Улица 39-й Гвардейской Дивизии, 48.764537,44.537841
Маршрутка,56,Колпинская улица — Нижние Баррикады,stop__9916250,Улица 39-й Гвардейской Дивизии, 48.764537,44.537841
Автобус,59,Технологический колледж — Спартановка / Улица Грамши,stop__9916250,Улица 39-й Гвардейской Дивизии, 48.764537,44.537841
Маршрутка,59з,Улица Землячки — Спартановка / Улица Грамши,stop__9916250,Улица 39-й Гвардейской Дивизии, 48.764537,44.537841
Маршрутка,67к,Площадь Возрождения — Больница № 6,stop__9916250,Улица 39-й Гвардейской Дивизии, 48.764537,44.537841
Маршрутка,70,Поликлиника № 30 — Спартановка / Улица Грамши,stop__9916250,Улица 39-й Гвардейской Дивизии, 48.764537,44.537841
Маршрутка,149,Городище – Администрация — Спартановка,stop__9916250,Улица 39-й Гвардейской Дивизии, 48.764537,44.537841
Маршрутка,159,Улица Землячки — Площадь Ленина,stop__9916250,Улица 39-й Гвардейской Дивизии, 48.764537,44.537841
Маршрутка,624,Центральный автовокзал Волгограда — Петров Вал,stop__9916250,Улица 39-й Гвардейской Дивизии, 48.764537,44.537841
Маршрутка,10с,Посёлок Верхнезареченский — Железнодорожная больница,stop__9916251,Газовая,0,0.0
Маршрутка,13,Посёлок Водстрой — Молочный завод № 3,stop__9916251,Газовая,0,0.0
Маршрутка,14,Школа № 88 — Аграрный университет,stop__9916251,Газовая,0,0.0
Автобус,20,Нижний посёлок ВГТЗ — Аллея Героев,stop__9916251,Газовая,0,0.0
Автобус,21,Инструментальный завод — Железнодорожный вокзал Волгоград-1,stop__9916251,Газовая,0,0.0
